
0;4;3.6
1;6;3.84
2;6;4.01
3;6;3.99
4;4;4.03
5;5;3.73
6;4;3.89
7;4;4.03
8;4;4.53
9;4;4.06
10;4;4.34
11;4;4.33
12;9;4.71
13;9;5.04
14;9;5.35
15;9;6.38
16;9;7.62
17;19;9.21
18;17;10.78
19;26;11.49
20;16;13.37
21;16;13.6
22;16;14.74
23;14;15.77
24;14;14.84
25;14;15.37
26;23;16.28
27;23;16.81
28;13;17.25
29;25;18.31
30;25;21.22
31;25;21.82
32;26;20.71
33;26;20.6
34;26;22.06
35;40;24.17
36;50;27.27
37;30;29.06
38;30;29.52
39;30;31.43
40;30;32.05
41;27;32.76
42;26;32.8
43;23;32.94
44;30;34.18
45;25;31.52
46;20;30.28
47;25;28.88
48;25;28.68
49;56;28.96
50;47;29.05
51;44;29.5
52;47;29.88
53;38;32.89
54;36;35.8
55;51;37.61
56;50;38.23
57;51;37.9
58;51;37.58
59;50;37.47
60;50;39.88
61;47;39.96
62;59;42.42
63;59;41.54
64;50;41.33
65;50;43.14
66;50;41.45
67;50;41.38
68;52;43.28
69;54;40.34
70;54;38.15
71;66;43.11
72;61;42.21
73;62;42.49
74;78;46.67
75;78;47.71
76;57;48.74
77;57;46.97
78;58;48.52
79;57;48.05
80;57;45.4
81;57;48.48
82;57;46.39
83;57;47.02
84;57;47.67
85;57;49.08
86;57;49.56
87;56;50.69
88;57;51.54
89;53;50.18
90;57;51.67
91;57;49.84
92;57;48.62
93;70;47.13
94;70;47.66
95;70;51.65
96;70;55.0
97;56;52.61
98;56;53.26
99;56;51.71
100;71;53.01
101;71;50.97
102;71;55.04
103;71;53.02
104;71;50.12
105;57;51.86
106;57;51.02
107;57;50.62
108;58;49.39
109;56;50.49
110;62;51.15
111;62;52.81
112;62;53.14
113;57;54.05
114;57;51.07
115;57;54.12
116;55;53.4
117;57;52.57
118;55;52.06
119;55;54.42
120;57;55.06
121;55;54.1
122;55;50.65
123;55;50.04
124;57;50.89
125;57;51.62
126;57;53.02
127;58;51.22
128;55;51.38
129;58;50.25
130;62;51.34
131;62;51.22
132;62;49.38
133;62;49.47
134;65;49.12
135;66;48.06
136;58;49.9
137;66;46.58
138;66;45.4
139;77;46.94
140;77;46.19
141;77;50.92
142;77;51.9
143;77;54.54
144;76;51.68
145;77;52.96
146;73;54.51
147;77;56.14
148;67;58.68
149;55;57.16
150;55;62.18
151;55;63.61
152;60;64.6
153;60;67.81
154;60;63.52
155;61;68.79
156;72;67.28
157;51;67.07
158;51;62.34
159;51;62.31
160;51;56.68
161;51;57.66
162;51;57.98
163;51;59.87
164;52;55.62
165;53;57.76
166;53;56.11
167;78;55.77
168;79;57.36
169;79;54.86
170;79;54.26
171;79;53.93
172;67;53.19
173;67;50.96
174;68;51.14
175;65;52.64
176;79;58.25
177;79;57.81
178;52;56.56
179;65;57.49
180;65;57.51
181;147;60.65
182;141;58.21
183;140;63.33
184;140;71.21
185;135;75.76
186;138;96.18
187;137;116.36
188;136;121.33
189;126;129.89
190;123;135.75
191;128;128.32
192;128;127.39
193;128;125.83
194;129;121.66
195;125;122.41
196;125;123.35
197;125;116.8
198;125;118.82
199;122;119.37
200;122;115.02
