
0;7;3.92
1;2;4.03
2;6;3.96
3;5;4.28
4;4;4.61
5;9;4.88
6;3;4.78
7;3;5.25
8;10;5.25
9;17;5.16
10;5;5.04
11;16;5.53
12;6;5.51
13;3;6.41
14;1;6.18
15;3;6.44
16;10;6.42
17;11;7.34
18;3;8.04
19;10;8.3
20;9;8.06
21;9;9.03
22;6;9.95
23;8;10.33
24;7;10.01
25;23;10.02
26;26;8.78
27;15;8.83
28;18;8.44
29;28;9.8
30;13;11.7
31;13;12.07
32;14;11.85
33;19;14.21
34;38;17.76
35;20;19.26
36;17;19.26
37;21;21.44
38;21;22.76
39;11;26.69
40;38;27.26
41;16;29.83
42;11;30.5
43;59;33.36
44;25;31.03
45;25;33.64
46;23;36.38
47;19;40.31
48;23;43.6
49;23;52.78
50;23;52.57
51;23;56.03
52;76;54.07
53;75;57.27
54;38;55.34
55;39;55.87
56;40;57.09
57;41;55.84
58;41;53.13
59;62;53.69
60;63;49.36
61;69;46.61
62;69;49.94
63;72;52.19
64;65;55.72
65;72;55.68
66;70;55.63
67;65;57.3
68;75;59.65
69;95;64.62
70;95;66.05
71;94;68.64
72;99;72.93
73;99;71.58
74;100;73.28
75;111;73.78
76;92;72.54
77;72;73.49
78;86;74.25
79;90;73.7
80;78;76.18
81;77;78.55
82;75;77.78
83;78;78.87
84;60;84.35
85;63;84.02
86;65;86.98
87;60;85.18
88;67;89.05
89;70;86.94
90;63;80.73
91;69;83.45
92;68;80.41
93;60;84.83
94;69;86.09
95;66;78.02
96;83;79.65
97;97;73.28
98;83;73.61
99;94;75.54
100;83;74.33
101;70;75.25
102;85;76.76
103;43;79.38
104;97;79.85
105;94;80.33
106;97;84.99
107;92;87.91
108;107;83.88
109;118;91.71
110;89;96.63
111;95;100.03
112;96;102.14
113;118;100.84
114;105;99.99
115;103;106.06
116;155;104.68
117;122;112.98
118;97;112.21
119;159;118.99
120;112;121.12
121;179;118.74
122;155;120.7
123;136;126.83
124;112;119.5
125;101;124.67
126;161;120.84
127;128;121.01
128;105;119.93
129;91;123.7
130;140;131.57
131;127;130.58
132;100;145.59
133;100;146.14
134;190;157.83
135;195;162.66
136;185;166.89
137;177;171.01
138;191;173.46
139;174;178.05
140;182;182.78
141;214;184.78
142;170;176.29
143;94;182.48
144;198;178.62
145;211;181.66
146;163;184.74
147;185;186.37
148;196;187.95
149;152;186.61
150;167;188.2
151;179;185.51
152;160;187.02
153;95;174.11
154;203;183.79
155;154;188.18
156;199;178.64
157;294;174.61
158;171;182.16
159;196;179.51
160;174;184.34
161;292;183.66
162;178;192.97
163;187;188.19
164;180;192.86
165;181;185.26
166;139;186.41
167;202;176.21
168;188;179.66
169;193;183.72
170;200;190.58
171;175;197.16
172;166;197.46
173;200;198.05
174;208;189.77
175;131;191.08
176;284;201.42
177;151;202.45
178;206;205.05
179;163;203.59
180;197;206.54
181;171;211.77
182;157;212.25
183;260;209.65
184;254;207.46
185;192;202.61
186;183;203.84
187;288;199.02
188;175;197.21
189;225;202.85
190;271;204.38
191;219;204.1
192;212;200.92
193;192;202.2
194;103;197.98
195;212;215.81
196;210;218.74
197;149;215.15
198;134;206.27
199;275;197.03
200;173;195.17
