
0;4;3.83
1;5;3.47
2;5;3.5
3;3;3.28
4;3;3.23
5;3;3.05
6;7;3.45
7;7;3.56
8;7;4.18
9;7;4.53
10;7;5.2
11;11;6.4
12;11;7.05
13;13;8.37
14;13;8.49
15;11;8.83
16;11;9.0
17;11;9.69
18;19;10.16
19;19;11.58
20;19;13.37
21;19;13.93
22;21;14.99
23;17;17.67
24;17;17.46
25;17;16.96
26;16;19.16
27;16;18.75
28;18;18.35
29;17;20.39
30;16;18.99
31;16;18.4
32;15;19.17
33;15;18.43
34;15;21.31
35;13;21.35
36;17;23.39
37;15;21.73
38;15;22.65
39;17;24.38
40;17;25.57
41;15;25.78
42;19;25.79
43;39;24.83
44;15;22.7
45;20;24.14
46;15;22.43
47;34;23.8
48;19;23.16
49;15;22.47
50;15;23.55
51;35;27.04
52;52;28.87
53;19;29.29
54;19;29.62
55;38;29.83
56;37;30.11
57;19;29.15
58;31;31.24
59;28;32.29
60;71;33.85
61;42;35.62
62;32;36.14
63;49;34.16
64;25;31.75
65;51;34.01
66;41;33.0
67;52;33.23
68;62;33.54
69;47;30.17
70;55;35.21
71;41;35.64
72;47;36.39
73;68;36.27
74;53;33.83
75;25;34.98
76;59;35.0
77;35;34.53
78;50;38.01
79;40;42.74
80;18;43.78
81;56;44.89
82;59;39.56
83;43;40.72
84;34;37.25
85;45;36.13
86;49;32.63
87;48;33.84
88;19;34.65
89;39;36.24
90;25;38.84
91;40;44.68
92;33;42.5
93;37;42.64
94;21;42.99
95;33;43.93
96;49;41.38
97;56;40.44
98;39;39.35
99;56;42.95
100;15;38.97
101;72;42.5
102;48;42.35
103;33;38.49
104;75;40.68
105;94;42.5
106;41;42.64
107;55;43.01
108;52;44.58
109;52;50.71
110;43;48.26
111;85;48.17
112;68;47.37
113;48;46.55
114;48;53.84
115;39;48.59
116;38;49.97
117;38;55.27
118;70;57.01
119;43;54.63
120;43;51.98
121;63;53.83
122;81;54.86
123;94;55.12
124;51;56.7
125;46;57.42
126;81;64.68
127;52;62.89
128;99;56.45
129;64;58.99
130;55;60.08
131;62;61.13
132;89;60.41
133;68;67.29
134;94;71.45
135;53;69.87
136;64;69.23
137;71;68.09
138;72;66.92
139;58;69.14
140;96;76.73
141;96;73.74
142;66;74.56
143;66;74.64
144;103;68.18
145;99;72.0
146;110;68.71
147;67;66.29
148;91;63.79
149;85;62.8
150;61;64.37
151;82;65.62
152;81;64.64
153;69;66.03
154;71;62.9
155;90;61.23
156;55;62.76
157;27;63.59
158;61;60.23
159;54;62.52
160;74;67.08
161;74;64.77
162;63;68.64
163;87;65.09
164;32;72.2
165;39;70.13
166;91;72.8
167;102;75.22
168;94;75.83
169;82;75.91
170;88;73.88
171;109;73.81
172;27;72.23
173;108;75.2
174;99;77.95
175;28;74.29
176;83;74.95
177;92;75.6
178;77;79.73
179;88;76.34
180;108;84.18
181;108;85.04
182;116;84.85
183;103;81.14
184;76;86.43
185;94;79.89
186;83;79.89
187;87;77.75
188;42;74.98
189;108;73.69
190;82;71.71
191;118;75.16
192;108;76.7
193;110;76.22
194;82;77.76
195;92;71.29
196;75;73.59
197;85;82.22
198;56;75.36
199;85;74.74
200;79;70.57
