
0;6;3.88
1;9;4.09
2;5;4.56
3;5;4.87
4;5;4.62
5;5;5.03
6;10;5.2
7;9;5.4
8;5;5.46
9;5;5.23
10;5;5.27
11;5;5.26
12;5;5.18
13;11;5.32
14;13;5.42
15;15;5.82
16;13;7.03
17;13;8.25
18;13;10.26
19;19;13.19
20;17;14.64
21;17;16.1
22;21;17.54
23;17;17.3
24;17;19.29
25;17;18.59
26;17;19.69
27;17;21.34
28;17;24.66
29;17;25.11
30;17;28.56
31;19;31.26
32;49;35.48
33;49;38.33
34;51;38.55
35;49;35.79
36;51;36.68
37;49;39.23
38;55;39.59
39;41;40.69
40;43;41.34
41;67;45.98
42;67;48.33
43;67;51.63
44;47;49.47
45;51;51.89
46;67;54.99
47;67;52.95
48;67;56.28
49;63;59.96
50;105;64.08
51;83;64.59
52;77;70.08
53;80;69.35
54;109;72.11
55;95;68.1
56;101;70.22
57;102;68.84
58;83;73.59
59;95;74.63
60;102;78.67
61;103;75.14
62;84;75.01
63;102;81.79
64;101;77.95
65;77;78.45
66;80;80.39
67;71;78.03
68;43;77.27
69;89;79.29
70;71;84.71
71;121;86.35
72;86;97.6
73;102;104.52
74;105;114.65
75;148;115.69
76;82;115.05
77;116;117.59
78;132;117.29
79;153;113.67
80;144;115.14
81;87;117.8
82;94;110.33
83;154;107.75
84;145;108.54
85;149;125.1
86;115;123.67
87;147;125.79
88;106;115.11
89;182;115.25
90;89;113.45
91;104;109.81
92;100;110.81
93;103;110.59
94;99;122.58
95;91;119.75
96;194;117.09
97;191;106.79
98;107;115.48
99;107;121.7
100;71;123.73
101;59;131.31
102;205;134.39
103;205;139.14
104;205;152.85
105;121;156.62
106;213;157.92
107;205;163.18
108;205;160.02
109;205;173.17
110;211;173.07
111;214;177.36
112;211;179.34
113;193;184.68
114;157;191.63
115;203;188.07
116;164;186.76
117;211;183.06
118;195;183.79
119;152;176.5
120;156;170.86
121;126;162.77
122;105;164.45
123;122;159.94
124;142;162.16
125;184;162.06
126;148;162.83
127;108;156.67
128;168;157.64
129;142;154.33
130;151;153.92
131;175;154.79
132;190;151.94
133;157;147.16
134;207;147.14
135;124;143.05
136;184;138.98
137;136;145.96
138;112;148.45
139;130;153.97
140;224;154.56
141;210;149.21
142;67;143.38
143;125;137.44
144;82;136.52
145;86;133.11
146;109;138.19
147;215;142.7
148;136;145.96
149;81;139.97
150;106;138.06
151;159;133.73
152;126;128.29
153;111;129.69
154;119;135.22
155;148;138.87
156;137;146.93
157;113;151.03
158;166;147.22
159;143;147.58
160;154;151.52
161;119;154.68
162;150;152.87
163;129;145.36
164;139;144.73
165;139;143.46
166;139;144.73
167;139;147.4
168;125;141.53
169;139;137.55
170;108;124.69
171;83;113.64
172;153;114.71
173;103;113.87
174;111;113.39
175;129;115.91
176;114;112.86
177;88;119.37
178;157;116.73
179;154;125.53
180;101;119.1
181;155;118.73
182;140;126.85
183;70;119.46
184;103;128.23
185;101;128.66
186;132;121.36
187;122;126.16
188;125;128.39
189;139;129.49
190;134;129.61
191;173;125.84
192;153;132.47
193;153;131.52
194;156;125.76
195;128;125.39
196;135;128.98
197;127;125.86
198;132;129.86
199;170;127.37
200;132;125.34
