
0;3;3.9
1;3;4.14
2;3;3.84
3;3;3.97
4;3;4.14
5;1;4.38
6;6;4.28
7;6;4.52
8;8;3.91
9;8;3.79
10;6;3.76
11;6;3.59
12;6;3.38
13;6;3.5
14;6;3.38
15;6;3.98
16;6;4.81
17;5;5.35
18;4;5.54
19;4;5.64
20;4;5.8
21;4;5.64
22;4;6.06
23;4;6.17
24;4;6.46
25;8;6.73
26;8;6.78
27;8;6.67
28;8;6.38
29;9;6.19
30;9;6.27
31;9;6.62
32;9;6.86
33;9;6.89
34;11;7.01
35;11;6.91
36;11;6.98
37;12;6.95
38;12;7.49
39;11;8.17
40;12;8.72
41;17;9.15
42;16;9.47
43;14;10.12
44;21;10.33
45;9;11.11
46;18;11.18
47;20;11.78
48;20;12.61
49;22;12.89
50;21;13.28
51;8;13.39
52;9;14.26
53;7;14.81
54;8;15.19
55;8;15.06
56;15;16.5
57;14;16.99
58;13;16.39
59;13;16.71
60;13;15.29
61;13;15.24
62;18;15.17
63;20;15.52
64;16;15.17
65;14;15.89
66;20;16.16
67;14;17.36
68;15;18.77
69;29;19.85
70;21;21.34
71;21;21.92
72;25;22.58
73;26;23.39
74;27;24.55
75;32;26.36
76;60;28.68
77;51;33.86
78;61;40.33
79;60;45.55
80;46;48.07
81;46;50.0
82;64;50.22
83;66;52.66
84;91;56.22
85;91;59.42
86;74;61.16
87;62;65.06
88;90;65.64
89;99;69.06
90;66;71.42
91;66;70.89
92;71;71.13
93;71;69.85
94;71;69.05
95;71;71.04
96;71;71.52
97;71;69.7
98;71;68.75
99;71;67.36
100;71;67.8
101;73;67.48
102;70;65.73
103;69;65.96
104;62;66.74
105;62;64.67
106;62;61.91
107;62;61.67
108;61;61.2
109;58;60.33
110;58;58.59
111;58;58.17
112;57;57.09
113;57;54.35
114;54;56.2
115;58;54.01
116;53;54.74
117;58;54.85
118;57;55.68
119;57;55.3
120;63;55.18
121;67;57.51
122;67;55.18
123;67;55.27
124;58;57.79
125;53;55.87
126;53;54.97
127;53;54.91
128;53;55.97
129;53;56.31
130;53;56.46
131;52;57.71
132;69;57.96
133;69;61.07
134;69;60.6
135;63;62.54
136;62;62.25
137;62;60.64
138;55;61.02
139;63;65.31
140;63;66.99
141;67;68.17
142;67;67.12
143;67;66.3
144;59;70.37
145;93;70.29
146;93;71.46
147;93;74.68
148;93;76.33
149;93;81.4
150;93;83.19
151;80;83.11
152;93;86.96
153;80;86.55
154;90;95.36
155;101;99.45
156;98;103.2
157;104;108.3
158;104;112.88
159;125;113.82
160;125;111.6
161;124;113.56
162;117;109.45
163;110;113.11
164;99;113.62
165;103;110.06
166;102;110.26
167;103;112.42
168;103;111.92
169;102;109.47
170;102;104.38
171;101;102.32
172;102;101.06
173;108;102.26
174;108;98.26
175;98;97.53
176;95;98.09
177;96;100.52
178;96;97.42
179;96;97.29
180;96;96.04
181;96;94.22
182;108;95.33
183;122;95.69
184;122;96.41
185;122;94.31
186;122;93.48
187;123;94.5
188;123;95.84
189;111;97.59
190;111;98.53
191;105;95.41
192;100;95.57
193;105;95.85
194;110;95.29
195;115;99.49
196;115;99.32
197;103;99.58
198;115;99.44
199;112;102.4
200;111;104.74
